project,last_updated,Barcodes,Geno,Nitrogen,rep,Leaf_no,Photo,Cond,Tleaf,Trans,VpdL,lma_gm2,d13c,d15n,cent_n,cent_c,n_mass_mg_per_g,n_area_gm2,c_mass_mg_per_g,c_area_gm2
cousins_pheno_0,2019/01/17 08:11:28,Fa027AC031906,S09,100,9,4,23.44840247,0.125354849,31.90455055,0.002954294,2.319361781,27.7625914,-16.34,-4.45,3.592402308,44.54868615,35.92402308,0.997343974,445.4868615,12.36786971
cousins_pheno_0,2019/01/17 08:11:28,Fa027AB031396,S09,50,1,4,13.95022251,0.090720856,32.00339254,0.002172147,2.336739733,,,,,,,,,
cousins_pheno_0,2019/01/17 08:11:28,Fa027AB031426,S09,50,2,5,24.18597328,0.151175887,32.10162067,0.003705029,2.439595428,26.26768264,-15.38,-1.08,2.140174797,43.59761138,21.40174797,0.562174324,435.9761138,11.4520822
cousins_pheno_0,2019/01/17 08:11:28,Fa027AB031456,S09,50,3,4,12.54843896,0.088997652,32.16882833,0.002229852,2.442047537,25.41344905,-15.5,-1.04,2.019029412,43.88701177,20.19029412,0.513105011,438.8701177,11.15320338
cousins_pheno_0,2019/01/17 08:11:28,Fa028AA031217,S10,10,1,6,19.91263272,0.113123473,32.04023552,0.002739799,2.40675927,46.98284699,-14.85,-2.59,1.715,42.202,17.15,0.805755826,422.02,19.82770109
cousins_pheno_0,2019/01/17 08:11:28,Fa028AA031247,S10,10,2,5,21.14355361,0.122278981,31.88840914,0.003185538,2.578705373,30.96596733,-15.12,-1.77,1.852,44.85,18.52,0.573489715,448.5,13.88823635
cousins_pheno_0,2019/01/17 08:11:28,Fa028AA031337,S10,10,5,6,17.49879392,0.085507911,32.03123188,0.002251278,2.574299788,23.70498189,-13.23,-2.02,2.82190991,42.97104505,28.2190991,0.668933233,429.7104505,10.18627845
cousins_pheno_0,2019/01/17 08:11:28,Fa028AA031367,S10,10,6,4,13.2254121,0.06352861,31.82163096,0.001703291,2.606538857,47.62352218,-15.42,-1.23,1.402,38.039,14.02,0.667681781,380.39,18.1155116
cousins_pheno_0,2019/01/17 08:11:28,Fa028AC031697,S10,100,2,4,35.33236327,0.224638155,31.95594406,0.005426906,2.436951901,29.04394178,-15.94,-3.55,3.981029412,47.19951838,39.81029412,1.156247865,471.9951838,13.70860064
cousins_pheno_0,2019/01/17 08:11:28,Fa028AC031697,S10,100,2,6,35.16601243,0.243508887,31.90083536,0.004462142,1.890066806,29.04394178,-15.94,-3.55,3.981029412,47.19951838,39.81029412,1.156247865,471.9951838,13.70860064
cousins_pheno_0,2019/01/17 08:11:28,Fa028AC031727,S10,100,3,5,30.9897884,0.191390409,31.87680102,0.003861457,2.042512255,39.50830315,-15.61,-3.5,3.795706487,45.30713946,37.95706487,1.499619226,453.0713946,17.90008201
cousins_pheno_0,2019/01/17 08:11:28,Fa028AC031847,S10,100,7,6,31.26104481,0.155357368,32.34622765,0.004221721,2.709071522,36.30492722,-15.83,-4.36,3.673,44.474,36.73,1.333479977,444.74,16.14625333
cousins_pheno_0,2019/01/17 08:11:28,Fa028AB031397,S10,50,1,6,24.71324072,0.163951482,31.96935082,0.003862763,2.391136546,33.10155129,-14.61,-0.34,2.035752258,41.16112774,20.35752258,0.673865578,411.6112774,13.62497181
cousins_pheno_0,2019/01/17 08:11:28,Fa028AB031457,S10,50,3,5,22.84702681,0.141017235,31.92382876,0.002989784,2.11846334,31.82020092,-15.22,-1.06,1.997,39.696,19.97,0.635449412,396.96,12.63134696
cousins_pheno_0,2019/01/17 08:11:28,Fa028AB031487,S10,50,4,6,21.29477313,0.155837932,31.95479155,0.003274882,2.097797714,,,,,,,,,
cousins_pheno_0,2019/01/17 08:11:28,Fa028AB031607,S10,50,8,4,18.70620412,0.124085879,32.0086937,0.003300683,2.617500703,31.17952573,-16.37,-1.93,2.627,41.162,26.27,0.819086141,411.62,12.83411638
